hgnc_id	approved_symbol	approved_name	status	previous_symbols	alias_symbols	accession_numbers	refseq_ids	alias_names	ensembl_gene_id	ncbi_gene_id
HGNC:9592	PTGDS	prostaglandin D2 synthase	Approved		"PGDS, L-PGDS"	AA621632	NM_000954	lipocalin-type prostaglandin D synthase	ENSG00000107317	5730
HGNC:9593	PTGER1	prostaglandin E receptor 1	Approved		EP1				ENSG00000160951	
HGNC:9594	PTGER2	prostaglandin E receptor 2	Approved		EP2				ENSG00000125384	5732
HGNC:9595	PTGER3	prostaglandin E receptor 3	Approved		"EP3, lnc003875"	X83863	NM_000957		ENSG00000050628	5733
HGNC:9596	PTGER4	prostaglandin E receptor 4	Approved		EP4	L28175	NM_000958		ENSG00000171522	5734
HGNC:9597	PTGER4P1	prostaglandin E receptor 4 pseudogene 1	Approved							5735
HGNC:9598	PTGER4P2	prostaglandin E receptor 4 pseudogene 2	Approved						ENSG00000184523	
HGNC:44749	PTGER4P2-CDK2AP2P2	"PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"	Approved				NR_024496			442421
HGNC:38498	PTGER4P3	prostaglandin E receptor 4 pseudogene 3	Approved						ENSG00000239684	
HGNC:9599	PTGES	prostaglandin E synthase	Approved	MGST1L1	"MGST-IV, PIG12, MGST1-L1, TP53I12"	AF010316	NM_004878	"microsomal glutathione S-transferase 1-like 1, ""tumor protein p53 inducible protein 12"", ""p53-induced gene 12"", ""microsomal prostaglandin E synthase-1"", ""glutathione S-transferase 1-like 1"", ""MGST1-like 1"""	ENSG00000148344	9536
HGNC:17822	PTGES2	prostaglandin E synthase 2	Approved	C9orf15	FLJ14038	AK024100			ENSG00000148334	80142
HGNC:48711	PTGES2-AS1	PTGES2 antisense RNA 1 (head to head)	Approved			"BC141829, BC151210"				389791
HGNC:16049	PTGES3	prostaglandin E synthase 3	Approved		"p23, TEBP, cPGES"	BC003005	NM_006601		ENSG00000110958	10728
HGNC:43943	PTGES3L	prostaglandin E synthase 3 like	Approved				NM_001142653		ENSG00000267060	100885848
HGNC:43946	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	Approved				NM_025267		ENSG00000108825	100885850
HGNC:43824	PTGES3P1	prostaglandin E synthase 3 pseudogene 1	Approved						ENSG00000234518	284672
HGNC:43822	PTGES3P2	prostaglandin E synthase 3 pseudogene 2	Approved						ENSG00000217643	
HGNC:43823	PTGES3P3	prostaglandin E synthase 3 pseudogene 3	Approved						ENSG00000229204	441050
HGNC:43825	PTGES3P4	prostaglandin E synthase 3 pseudogene 4	Approved						ENSG00000236937	
HGNC:43826	PTGES3P5	prostaglandin E synthase 3 pseudogene 5	Approved						ENSG00000234544	
HGNC:9600	PTGFR	prostaglandin F receptor	Approved		FP	AF004021	NM_000959	FP prostanoid receptor	ENSG00000122420	5737
HGNC:9601	PTGFRN	prostaglandin F2 receptor inhibitor	Approved		"FPRP, EWI-F, CD9P-1, FLJ11001, KIAA1436, SMAP-6, CD315"	AB014734	NM_020440		ENSG00000134247	5738
HGNC:9602	PTGIR	prostaglandin I2 receptor	Approved		IP			prostacyclin receptor	ENSG00000160013	5739
HGNC:9603	PTGIS	prostaglandin I2 synthase	Approved		"PGIS, CYP8A1"			"cytochrome P450, family 8, subfamily A, polypeptide 1, ""prostacyclin synthase"""	ENSG00000124212	5740
HGNC:18429	PTGR1	prostaglandin reductase 1	Approved	LTB4DH	ZADH3	D49387		zinc binding alcohol dehydrogenase domain containing 3	ENSG00000106853	22949
HGNC:20149	PTGR2	prostaglandin reductase 2	Approved	ZADH1	FLJ39091	AK096410			ENSG00000140043	145482
HGNC:9604	PTGS1	prostaglandin-endoperoxide synthase 1	Approved		"COX1, PGHS-1, PTGHS"	M59979		cyclooxygenase-1	ENSG00000095303	5742
HGNC:9605	PTGS2	prostaglandin-endoperoxide synthase 2	Approved		COX2	D28235	NM_000963	"prostaglandin G/H synthase 2, ""cyclooxygenase 2"""	ENSG00000073756	5743
HGNC:9606	PTH	parathyroid hormone	Approved		PTH1	J00301	NM_000315	"parathyrin, ""parathormone"", ""parathyroid hormone 1"", ""preproparathyroid hormone"", ""prepro-PTH"""	ENSG00000152266	5741
HGNC:9608	PTH1R	parathyroid hormone 1 receptor	Approved	"PTHR, PTHR1"			NM_000316		ENSG00000160801	5745
HGNC:30828	PTH2	parathyroid hormone 2	Approved		TIP39	AY037555	NM_178449	tuberoinfundibular 39 residues	ENSG00000142538	113091
HGNC:9609	PTH2R	parathyroid hormone 2 receptor	Approved	PTHR2		BC036811	NM_005048		ENSG00000144407	5746
HGNC:9607	PTHLH	parathyroid hormone like hormone	Approved		"PTHRP, HHM, PLP, PTHR"		NM_198965	"osteostatin, ""parathyroid hormone-like hormone preproprotein"", ""parathyroid hormone-related protein preproprotein"""	ENSG00000087494	5744
HGNC:9611	PTK2	protein tyrosine kinase 2	Approved		"FAK, FADK, FAK1, PPP1R71"	L13616	NM_005607	"protein phosphatase 1, regulatory subunit 71"	ENSG00000169398	5747
HGNC:9612	PTK2B	protein tyrosine kinase 2 beta	Approved	FAK2	"CAKB, PYK2, RAFTK, PTK, CADTK"	U33284	NM_004103		ENSG00000120899	2185
HGNC:9617	PTK6	protein tyrosine kinase 6	Approved		BRK	U61412			ENSG00000101213	5753
HGNC:9618	PTK7	protein tyrosine kinase 7 (inactive)	Approved		CCK4	AF447176	NM_002821	colon carcinoma kinase 4	ENSG00000112655	5754
HGNC:9623	PTMA	prothymosin alpha	Approved	TMSA				"gene sequence 28, ""prothymosin-α"""	ENSG00000187514	5757
HGNC:9624	PTMAP1	prothymosin alpha pseudogene 1	Approved		Em:AB023049.6	S41692			ENSG00000228415	5758
HGNC:9625	PTMAP2	prothymosin alpha pseudogene 2	Approved			S41694	NG_002765		ENSG00000197744	5759
HGNC:9626	PTMAP3	prothymosin alpha pseudogene 3	Approved			S41695	NG_001180		ENSG00000218902	5760
HGNC:9627	PTMAP4	prothymosin alpha pseudogene 4	Approved			S38624			ENSG00000231503	5761
HGNC:9628	PTMAP5	prothymosin alpha pseudogene 5	Approved			S38627		gene sequence 150	ENSG00000214182	150928
HGNC:16573	PTMAP6	prothymosin alpha pseudogene 6	Approved		dJ539E24.2	AL121920			ENSG00000237000	170542
HGNC:20031	PTMAP7	prothymosin alpha pseudogene 7	Approved							326626
HGNC:42437	PTMAP8	prothymosin alpha pseudogene 8	Approved						ENSG00000243014	728873
HGNC:34054	PTMAP9	prothymosin alpha pseudogene 9	Approved						ENSG00000198134	100506248
HGNC:53978	PTMAP10	prothymosin alpha pseudogene 10	Approved				NG_009434		ENSG00000213237	442727
HGNC:53979	PTMAP11	prothymosin alpha pseudogene 11	Approved						ENSG00000269907	441454
HGNC:53982	PTMAP12	prothymosin alpha pseudogene 12	Approved				NG_061469		ENSG00000282886	728026
HGNC:53983	PTMAP13	prothymosin alpha pseudogene 13	Approved				NG_061475			105371898
HGNC:53984	PTMAP14	prothymosin alpha pseudogene 14	Approved				NG_061479			105373140
HGNC:53985	PTMAP15	prothymosin alpha pseudogene 15	Approved				NG_064183		ENSG00000255105	112935968
HGNC:9629	PTMS	parathymosin	Approved		ParaT				ENSG00000159335	5763
HGNC:9630	PTN	pleiotrophin	Approved	NEGF1	"HBNF, HBGF8"	M57399	NM_002825	heparin binding growth factor 8	ENSG00000105894	5764
HGNC:9632	PTOV1	PTOV1 extended AT-hook containing adaptor protein	Approved			AF238381	NM_017432		ENSG00000104960	53635
HGNC:44174	PTOV1-AS1	PTOV1 antisense RNA 1	Approved			BC043359	NR_040037		ENSG00000268006	100506033
HGNC:51284	PTOV1-AS2	PTOV1 antisense RNA 2	Approved				NR_110730		ENSG00000269352	101928378
HGNC:9634	PTP4A1	protein tyrosine phosphatase 4A1	Approved		"PTPCAAX1, PRL-1, PRL1"	U48296		phosphatase of regenerating liver 1	ENSG00000112245	7803
HGNC:41928	PTP4A1P1	PTP4A1 pseudogene 1	Approved						ENSG00000231158	100421652
HGNC:41929	PTP4A1P2	PTP4A1 pseudogene 2	Approved						ENSG00000255807	100499563
HGNC:41930	PTP4A1P3	PTP4A1 pseudogene 3	Approved						ENSG00000226254	
HGNC:41931	PTP4A1P4	PTP4A1 pseudogene 4	Approved						ENSG00000250359	100129564
HGNC:41932	PTP4A1P5	PTP4A1 pseudogene 5	Approved						ENSG00000235642	100289380
HGNC:41933	PTP4A1P6	PTP4A1 pseudogene 6	Approved						ENSG00000254727	100129472
HGNC:41934	PTP4A1P7	PTP4A1 pseudogene 7	Approved						ENSG00000237514	100421681
HGNC:9635	PTP4A2	protein tyrosine phosphatase 4A2	Approved	PTP4A	"HU-PP-1, PTPCAAX2, OV-1, ptp-IV1a, PRL-2, PRL2"	L48723	NM_080391	phosphatase of regenerating liver 2	ENSG00000184007	8073
HGNC:9637	PTP4A2P1	PTP4A2 pseudogene 1	Approved	PTP4AP1	h-PRL-1		NG_004085		ENSG00000267185	5767
HGNC:9638	PTP4A2P2	PTP4A2 pseudogene 2	Approved	PTP4AP2		L48937			ENSG00000254481	5769
HGNC:9636	PTP4A3	protein tyrosine phosphatase 4A3	Approved		"PRL-3, PRL-R, PRL3"	AF041434	NM_032611	phosphatase of regenerating liver 3	ENSG00000184489	11156
HGNC:9308	PTPA	protein phosphatase 2 phosphatase activator	Approved	PPP2R4	PR53	X73478	NM_021131	"phosphotyrosyl phosphatase activator, ""PP2A phosphatase activator"""	ENSG00000119383	5524
HGNC:30184	PTPDC1	protein tyrosine phosphatase domain containing 1	Approved		"PTP9Q22, FLJ37312"	BC051654	"NM_177995, NM_152422"	protein tyrosine phosphatase PTP9Q22	ENSG00000158079	138639
HGNC:26965	PTPMT1	protein tyrosine phosphatase mitochondrial 1	Approved		"PLIP, DUSP23, MOSP"	BC014048	NM_175732	"PTEN-like phosphatase, ""phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1"""	ENSG00000110536	114971
HGNC:9642	PTPN1	protein tyrosine phosphatase non-receptor type 1	Approved	PTP1B					ENSG00000196396	5770
HGNC:9650	PTPN2	protein tyrosine phosphatase non-receptor type 2	Approved	PTPT	"TCELLPTP, TC-PTP, TCPTP"	M25393	"NM_002828, NM_080422, NM_080423"		ENSG00000175354	5771
HGNC:9653	PTPN2P1	PTPN2 pseudogene 1	Approved	"PTPN2P, PTPTP1"					ENSG00000228196	646981
HGNC:9654	PTPN2P2	PTPN2 pseudogene 2	Approved						ENSG00000224117	646758
HGNC:9655	PTPN3	protein tyrosine phosphatase non-receptor type 3	Approved		PTPH1				ENSG00000070159	
HGNC:9656	PTPN4	protein tyrosine phosphatase non-receptor type 4	Approved		PTPMEG				ENSG00000088179	5775
HGNC:9657	PTPN5	protein tyrosine phosphatase non-receptor type 5	Approved		"STEP, PTPSTEP, STEP61"	BC064807	NM_001039970	striatal-enriched protein tyrosine phosphatase	ENSG00000110786	84867
HGNC:9658	PTPN6	protein tyrosine phosphatase non-receptor type 6	Approved		"HCP, HCPH, PTP-1C, SHP-1, SHP1"		NM_002831		ENSG00000111679	5777
HGNC:9659	PTPN7	protein tyrosine phosphatase non-receptor type 7	Approved		"HEPTP, LC-PTP"	BC001746	NM_002832		ENSG00000143851	5778
HGNC:9661	PTPN9	protein tyrosine phosphatase non-receptor type 9	Approved		MEG2				ENSG00000169410	5780
HGNC:9644	PTPN11	protein tyrosine phosphatase non-receptor type 11	Approved	NS1	"BPTP3, SH-PTP2, SHP-2, PTP2C, SHP2"	D13540		SH2 domain-containing protein tyrosine phosphatase 2	ENSG00000179295	5781
HGNC:9645	PTPN12	protein tyrosine phosphatase non-receptor type 12	Approved		"PTPG1, PTP-PEST"				ENSG00000127947	
HGNC:9646	PTPN13	protein tyrosine phosphatase non-receptor type 13	Approved		"PTP1E, PTP-BAS, PTPL1, PTP-BL"			APO-1/CD95 (Fas)-associated phosphatase	ENSG00000163629	
HGNC:9647	PTPN14	protein tyrosine phosphatase non-receptor type 14	Approved		"PEZ, PTPD2"	X82676	NM_005401		ENSG00000152104	5784
HGNC:9649	PTPN18	protein tyrosine phosphatase non-receptor type 18	Approved		BDP1	X79568		brain derived phosphatase	ENSG00000072135	26469
HGNC:23423	PTPN20	protein tyrosine phosphatase non-receptor type 20	Approved	"PTPN20A, PTPN20B"	"bA42B19.1, DKFZP566K0524, bA142I17.1, CT126"		NM_015605		ENSG00000204179	26095
HGNC:23424	PTPN20CP	"protein tyrosine phosphatase non-receptor type 20C, pseudogene"	Approved	PTPN20C	bA164N7.3		NG_005691		ENSG00000278561	653045
HGNC:9651	PTPN21	protein tyrosine phosphatase non-receptor type 21	Approved		"PTPD1, PTPRL10"	X79510			ENSG00000070778	11099
HGNC:9652	PTPN22	protein tyrosine phosphatase non-receptor type 22	Approved	PTPN8	"Lyp, Lyp1, Lyp2"	AF001846	NM_015967		ENSG00000134242	26191
HGNC:14406	PTPN23	protein tyrosine phosphatase non-receptor type 23	Approved		"DKFZP564F0923, KIAA1471, HD-PTP"	AB025194	NM_015466		ENSG00000076201	25930
HGNC:55397	PTPN23-DT	PTPN23 divergent transcript	Approved						ENSG00000260236	
HGNC:9664	PTPRA	protein tyrosine phosphatase receptor type A	Approved	"PTPRL2, PTPA"	"LRP, HLPR, HPTPA, RPTPA"				ENSG00000132670	
HGNC:9665	PTPRB	protein tyrosine phosphatase receptor type B	Approved	PTPB		X54131			ENSG00000127329	5787
HGNC:9666	PTPRC	protein tyrosine phosphatase receptor type C	Approved	CD45	"LCA, T200, GP180"	Y00062	NM_002838		ENSG00000081237	5788
HGNC:9667	PTPRCAP	protein tyrosine phosphatase receptor type C associated protein	Approved		"LPAP, CD45-AP"		NM_005608		ENSG00000213402	5790
HGNC:9668	PTPRD	protein tyrosine phosphatase receptor type D	Approved		"PTPD, HPTP"	X54133			ENSG00000153707	5789
HGNC:49753	PTPRD-AS1	PTPRD antisense RNA 1	Approved			AK094342			ENSG00000225706	101929407
HGNC:49754	PTPRD-DT	PTPRD divergent transcript	Approved	PTPRD-AS2					ENSG00000226717	101929428
HGNC:9669	PTPRE	protein tyrosine phosphatase receptor type E	Approved		PTPE	AF406557			ENSG00000132334	5791
HGNC:9670	PTPRF	protein tyrosine phosphatase receptor type F	Approved	LAR		Y00815			ENSG00000142949	5792
HGNC:9671	PTPRG	protein tyrosine phosphatase receptor type G	Approved	PTPG	RPTPG	L09247	NM_002841		ENSG00000144724	5793
HGNC:44638	PTPRG-AS1	PTPRG antisense RNA 1	Approved			"AK308660, BC041886"	NR_038281		ENSG00000241472	100506994
HGNC:9672	PTPRH	protein tyrosine phosphatase receptor type H	Approved		SAP-1				ENSG00000080031	5794
HGNC:9673	PTPRJ	protein tyrosine phosphatase receptor type J	Approved		"DEP1, HPTPeta, CD148"	U10886			ENSG00000149177	5795
HGNC:50634	PTPRJ-AS1	PTPRJ antisense RNA 1	Approved			AI365468			ENSG00000254879	
HGNC:9674	PTPRK	protein tyrosine phosphatase receptor type K	Approved		R-PTP-kappa	L77886			ENSG00000152894	5796
HGNC:40484	PTPRK-AS1	PTPRK antisense RNA 1	Approved				NR_125849		ENSG00000227945	101928140
HGNC:9675	PTPRM	protein tyrosine phosphatase receptor type M	Approved	PTPRL1	"RPTPU, hR-PTPu"	X58288			ENSG00000173482	5797
HGNC:9676	PTPRN	protein tyrosine phosphatase receptor type N	Approved		"IA-2, ICA512"			"insulinoma-associated tyrosine-phosphatase-like protein, ""islet cell antigen 512"""	ENSG00000054356	5798
HGNC:9677	PTPRN2	protein tyrosine phosphatase receptor type N2	Approved		"KIAA0387, phogrin, ICAAR, IA-2beta"	AB002385		IAR PTPRP	ENSG00000155093	5799
HGNC:40488	PTPRN2-AS1	PTPRN2 antisense RNA 1	Approved				NR_038966		ENSG00000233038	100506585
HGNC:9678	PTPRO	protein tyrosine phosphatase receptor type O	Approved		"PTPU2, GLEPP1, PTP-U2, PTP-oc, NPHS6"	U20489		osteoclastic transmembrane protein-tyrosine phosphatase	ENSG00000151490	5800
HGNC:9679	PTPRQ	protein tyrosine phosphatase receptor type Q	Approved	DFNB84		AF169351	NM_001145026	phosphatidylinositol phosphatase PTPRQ	ENSG00000139304	374462
HGNC:9680	PTPRR	protein tyrosine phosphatase receptor type R	Approved	PTPRQ	"PTPBR7, PTP-SL, EC-PTP, PCPTP1"	D64053	NM_002849		ENSG00000153233	5801
HGNC:9681	PTPRS	protein tyrosine phosphatase receptor type S	Approved			U35234			ENSG00000105426	5802
HGNC:9682	PTPRT	protein tyrosine phosphatase receptor type T	Approved		"RPTPrho, KIAA0283"	AF043644			ENSG00000196090	11122
HGNC:40491	PTPRT-AS1	PTPRT antisense RNA 1	Approved				NR_149017		ENSG00000227599	101927138
HGNC:55715	PTPRT-DT	PTPRT divergent transcript	Approved						ENSG00000233508	
HGNC:9683	PTPRU	protein tyrosine phosphatase receptor type U	Approved		"PTPRO, hPTP-J, PCP-2, FMI, PTP"	U71075		pi R-PTP-Psi	ENSG00000060656	10076
HGNC:13421	PTPRVP	"protein tyrosine phosphatase receptor type V, pseudogene"	Approved	PTPRV	"OST-PTP, ESP"	AJ629456	XM_086287		ENSG00000243323	148713
HGNC:9685	PTPRZ1	protein tyrosine phosphatase receptor type Z1	Approved	"PTPZ, PTPRZ"	"PTP18, RPTPB, phosphacan"	M93426	NM_002851		ENSG00000106278	5803
HGNC:9686	PTPRZ2	protein tyrosine phosphatase receptor type Z2	Approved		"HTPZP2, PTPRZ"					5804
HGNC:27039	PTRH1	peptidyl-tRNA hydrolase 1 homolog	Approved	C9orf115	PTH1	AK090922	NM_001002913		ENSG00000187024	138428
HGNC:24265	PTRH2	peptidyl-tRNA hydrolase 2	Approved		"BIT1, CGI-147, PTH2, CFAP37"	AF151905	NM_016077	"Bcl-2 inhibitor of transcription, ""cilia and flagella associated protein 37"""	ENSG00000141378	51651
HGNC:33782	PTRHD1	peptidyl-tRNA hydrolase domain containing 1	Approved	C2orf79	LOC391356		NM_001013663		ENSG00000184924	391356
HGNC:9689	PTS	6-pyruvoyltetrahydropterin synthase	Approved		PTPS	U63382	NM_000317		ENSG00000150787	5805
HGNC:9690	PTTG1	"PTTG1 regulator of sister chromatid separation, securin"	Approved	TUTR1	"PTTG, HPTTG, EAP1, securin"	AF062649	NM_004219	"ESP1-associated protein 1, ""tumor-transforming protein 1"""	ENSG00000164611	9232
HGNC:13524	PTTG1IP	PTTG1 interacting protein	Approved	"C21orf3, C21orf1"	PBF	AF149785			ENSG00000183255	754
HGNC:55318	PTTG1IP2	PTTG1IP family member 2	Approved							102723899
HGNC:9691	PTTG2	pituitary tumor-transforming 2	Approved			AF095288			ENSG00000250254	10744
HGNC:13422	PTTG3P	"pituitary tumor-transforming 3, pseudogene"	Approved	PTTG3		AF095289	NR_002734		ENSG00000213005	26255
HGNC:20055	PTTG4P	pituitary tumor-transforming 4 pseudogene	Approved						ENSG00000258571	326315
HGNC:9692	PTX3	pentraxin 3	Approved	TNFAIP5	TSG-14	X63613	NM_002852	long pentraxin 3	ENSG00000163661	5806
HGNC:14171	PTX4	pentraxin 4	Approved	C16orf38			NM_001013658	long pentraxin 4	ENSG00000251692	390667
HGNC:16818	PUDP	pseudouridine 5'-phosphatase	Approved	"FAM16AX, HDHD1A, HDHD1"	"DXF68S1E, GS1"	M86934	NM_012080		ENSG00000130021	8226
HGNC:20200	PUDPP1	pseudouridine 5'-phosphatase pseudogene 1	Approved	"FAM16AY, HDHD1BP, HDHD1P1"			NG_002612		ENSG00000234620	327658
HGNC:20195	PUDPP2	pseudouridine 5'-phosphatase pseudogene 2	Approved	"FAM16B, HDHD1CP, HDHD1P2"			NG_002613		ENSG00000233792	327659
HGNC:38118	PUDPP3	pseudouridine 5'-phosphatase pseudogene 3	Approved	"HDHD1DP, HDHD1P3"					ENSG00000214245	391242
HGNC:17042	PUF60	poly(U) binding splicing factor 60	Approved		"FIR, SIAHBP1, RoBPI"	AF114818	NM_014281	"siah binding protein 1, ""FBP interacting repressor"", ""pyrimidine tract binding splicing factor"", ""Ro ribonucleoprotein binding protein 1"""	ENSG00000179950	22827
HGNC:14957	PUM1	pumilio RNA binding family member 1	Approved		"PUMH1, KIAA0099"	AF315592			ENSG00000134644	9698
HGNC:14958	PUM2	pumilio RNA binding family member 2	Approved		"PUMH2, KIAA0235"	AF315591	NM_015317		ENSG00000055917	23369
HGNC:29676	PUM3	pumilio RNA binding family member 3	Approved	KIAA0020	"XTP5, PEN, PUF6, hPUF-A, HA-8, Puf-A"	AL832239	NM_014878	"penguin homolog (Drosophila), ""minor histocompatibility antigen HA-8"""	ENSG00000080608	9933
HGNC:9701	PURA	purine rich element binding protein A	Approved		"PURALPHA, PUR1, PUR-ALPHA"	BC036087	NM_005859		ENSG00000185129	5813
HGNC:9702	PURB	purine rich element binding protein B	Approved		PURBETA		NM_033224		ENSG00000146676	5814
HGNC:17930	PURG	purine rich element binding protein G	Approved		"PURG-A, PURG-B"	AF195513	NM_013357		ENSG00000172733	29942
HGNC:48995	PURPL	p53 upregulated regulator of p53 levels	Approved	LINC01021	"LOC643401, RP11-46C20.1"		NR_038848		ENSG00000250337	643401
HGNC:15508	PUS1	pseudouridine synthase 1	Approved			AF116238	NM_025215	tRNA pseudouridine(38-40) synthase	ENSG00000177192	80324
HGNC:25461	PUS3	pseudouridine synthase 3	Approved		FKSG32	BC004822	NM_031307	"tRNA pseudouridine(38/39) synthase, ""tRNA-uridine isomerase 3"""	ENSG00000110060	83480
HGNC:26033	PUS7	pseudouridine synthase 7	Approved		FLJ20485	AK128629	NM_019042		ENSG00000091127	54517
HGNC:25276	PUS7L	pseudouridine synthase 7 like	Approved		DKFZP434G1415	BX647494	NM_031292		ENSG00000129317	83448
HGNC:49779	PUS7P1	pseudouridylate synthase 7 pseudogene 1	Approved				NG_023877			100421790
HGNC:26505	PUS10	pseudouridine synthase 10	Approved	CCDC139	FLJ32312	AK056874	NM_144709		ENSG00000162927	150962
HGNC:26914	PUSL1	pseudouridine synthase like 1	Approved		FLJ90811	AK027721	NM_153339		ENSG00000169972	126789
HGNC:9704	PVALB	parvalbumin	Approved		D22S749		NM_002854	parvalbumin alpha	ENSG00000100362	5816
HGNC:40053	PVALEF	parvalbumin like EF-hand containing	Approved	AATK-AS1					ENSG00000225180	388428
HGNC:9705	PVR	PVR cell adhesion molecule	Approved	PVS	"CD155, HVED, Necl-5, NECL5, Tage4"	BC015542	NM_006505	nectin-like 5	ENSG00000073008	5817
HGNC:32190	PVRIG	PVR related immunoglobulin domain containing	Approved		"MGC2463, C7orf15, CD112R"	BC001129	NM_024070	"CD112 receptor, ""nectin-2 receptor"""	ENSG00000213413	79037
HGNC:48897	PVRIG2P	"poliovirus receptor related immunoglobulin domain containing 2, pseudogene"	Approved						ENSG00000235333	101752334
HGNC:9709	PVT1	Pvt1 oncogene	Approved		"NCRNA00079, LINC00079, onco-lncRNA-100, MIR1204HG"	M31519	NR_003367	"non-protein coding RNA 79, ""long intergenic non-protein coding RNA 79"", ""MIR1204, MIR1205, MIR1206 and MIR1207 host gene"", ""plasmacytoma variant translocation 1"""	ENSG00000249859	5820
HGNC:30089	PWAR1	Prader Willi/Angelman region RNA 1	Approved		"PAR1, PAR-1"		NR_022009	Prader Willi/Angelman region 1	ENSG00000279050	145624
HGNC:29998	PWAR4	Prader Willi/Angelman region RNA 4	Approved		"PAR4, PAR-4"					347745
HGNC:30090	PWAR5	Prader Willi/Angelman region RNA 5	Approved		"PAR5, PAR-5"			Prader Willi/Angelman syndrome 5	ENSG00000279192	8123
HGNC:49129	PWAR6	Prader Willi/Angelman region RNA 6	Approved		"HBT8, PAR-6"	"BC043194, AK096584"			ENSG00000257151	100506965
HGNC:30001	PWARSN	"Prader Willi/Angelman region RNA, SNRPN neighbor"	Approved		"PAR-SN, PARSN"		NR_022011	paternally expressed transcript adjacent to snRPN		347746
HGNC:17015	PWP1	"PWP1 homolog, endonuclein"	Approved		IEF-SSP-9502	BC000067	NM_007062	endonuclein	ENSG00000136045	11137
HGNC:9711	PWP2	PWP2 small subunit processome component	Approved	PWP2H	"EHOC-17, UTP1"		NM_005049		ENSG00000241945	5822
